-197380,61
-263173,37
-131587,22
-328966,15
-460552,11
-394759,11
-2960686,7
-657931,5
-592138,5
-2829100,4
-2105377,4
-2894893,4
-2368549,3
-5658199,3
-5066062,3
-2565928,3
-3618616,3
-3355444,3
-1973791,3
-3223858,3
-6118750,3
-5855578,2
-13290187,2
-1579033,2
-65794,2
-4013374,2
-1447447,2
-4539718,2
-5592406,2
-5723992,2
-3026479,2
-4671304,2
-4079167,2
-1710619,2
-3487030,2
-2697514,2
-2302756,2
-2039584,2
-1118482,2
-921103,2
-6908266,2
-7105645,2
-5658199,1
-5460820,1
-5658199,1
-5855578,1
-5987164,1
-5592406,1
-5789785,1
-5000269,1
-5723992,1
-4539718,1
-460552,1
-328966,1
-460552,1
-394759,1
-328966,1
-4210753,1
-460552,1
-131587,1
-592138,1
-131587,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-394759,1
-197380,1
-1447447,1
-8487298,1
-14540254,1
-14277082,1
-13290187,1
-13487566,1
-13750738,1
-13092808,1
-11974327,1
-12895429,1
-10000537,1
-2960686,1
-657931,1
-460552,1
-394759,1
-328966,1
-263173,1
-197380,1
-197380,1
-263173,1
-263173,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-328966,1
-328966,1
-263173,1
-263173,1
-197380,1
-131587,1
-131587,1
-131587,1
-131587,1
-131587,1
-131587,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-657931,1
-460552,1
-197380,1
-263173,1
-460552,1
-131587,1
-65794,1
-460552,1
-2105377,1
-3552823,1
-1579033,1
-2368549,1
-1,1
-2565928,1
-592138,1
-2105377,1
-197380,1
-2960686,1
-1184275,1
-4013374,1
-855310,1
-3618616,1
-2039584,1
-2368549,1
-1973791,1
-1118482,1
-1381654,1
-2894893,1
-789517,1
-2565928,1
-460552,1
-394759,1
-394759,1
-328966,1
-263173,1
-197380,1
-131587,1
-131587,1
-131587,1
-197380,1
-460552,1
-592138,1
-263173,1
-131587,1
-1776412,1
-4079167,1
-657931,1
-2829100,1
-657931,1
-1710619,1
-1973791,1
-2960686,1
-2960686,1
-7303024,1
-5066062,1
-3355444,1
-5066062,1
-2697514,1
-6250336,1
-3158065,1
-4934476,1
-3026479,1
-6184543,1
-4605511,1
-3815995,1
-3223858,1
-3618616,1
-6118750,1
-2829100,1
-3421237,1
-6052957,1
-3487030,1
-4671304,1
-4802890,1
-3947581,1
-12434878,1
-2829100,1
-5131855,1
-3092272,1
-5526613,1
-2894893,1
-6118750,1
-2960686,1
-4868683,1
-5329234,1
-2894893,1
-2763307,1
-3223858,1
-2500135,1
-2302756,1
-263173,1
-394759,1
-460552,1
-328966,1
-328966,1
-526345,1
-197380,1
-394759,1
-723724,1
-2105377,1
-1052689,1
-1513240,1
-4737097,1
-1250068,1
-3355444,1
-394759,1
-4473925,1
-921103,1
-2631721,1
-263173,1
-2960686,1
-592138,1
-394759,1
-328966,1
-263173,1
-263173,1
-197380,1
-197380,1
-263173,1
-263173,1
-328966,1
-131587,1
-131587,1
-131587,1
-197380,1
-197380,1
-197380,1
-197380,1
-263173,1
-328966,1
-328966,1
-394759,1
-328966,1
-197380,1
-131587,1
-197380,1
-263173,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-197380,1
-131587,1
-197380,1
-197380,1
-263173,1
-263173,1
-197380,1
-131587,1
-131587,1
-263173,1
-197380,1
-197380,1
-131587,1
-197380,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-263173,1
-8026747,1
-328966,1
-6842473,1
-6645094,1
-6579301,1
-7237231,1
-6908266,1
-7105645,1
-8618884,1
