-2894893,25
-2697514,22
-3158065,20
-2631721,18
-2829100,17
-3289651,17
-3355444,15
-3092272,14
-3552823,14
-3026479,13
-2960686,12
-3487030,12
-2763307,11
-3618616,11
-2565928,9
-2500135,9
-3223858,8
-3684409,7
-3421237,6
-16777216,4
-2368549,4
-1513240,3
-4605511,3
-6052957,3
-4671304,3
-1579033,2
-7303024,2
-3881788,2
-4144960,2
-5723992,2
-7631989,2
-4737097,2
-4079167,2
-2105377,2
-6645094,2
-4210753,2
-8553091,2
-2434342,2
-2302756,2
-2236963,2
-1513240,1
-1513240,1
-1447447,1
-1644826,1
-1710619,1
-1579033,1
-2697514,1
-2697514,1
-3026479,1
-7303024,1
-6645094,1
-4079167,1
-2894893,1
-2960686,1
-3881788,1
-6381922,1
-4605511,1
-2105377,1
-3158065,1
-2960686,1
-2631721,1
-2565928,1
-2368549,1
-2500135,1
-2500135,1
-2565928,1
-2565928,1
-2631721,1
-2697514,1
-2829100,1
-2829100,1
-2960686,1
-2894893,1
-2894893,1
-3026479,1
-3092272,1
-3092272,1
-3026479,1
-2829100,1
-2829100,1
-2697514,1
-2697514,1
-2763307,1
-2763307,1
-2697514,1
-2697514,1
-2697514,1
-2631721,1
-2829100,1
-2697514,1
-2565928,1
-2565928,1
-2697514,1
-2763307,1
-2697514,1
-2631721,1
-2697514,1
-2631721,1
-2565928,1
-2565928,1
-2631721,1
-2631721,1
-2631721,1
-2631721,1
-2631721,1
-2631721,1
-2631721,1
-2631721,1
-2697514,1
-2697514,1
-2829100,1
-2894893,1
-2763307,1
-2697514,1
-2894893,1
-4342339,1
-6052957,1
-4473925,1
-2829100,1
-4605511,1
-7631989,1
-4144960,1
-2829100,1
-2960686,1
-2829100,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2894893,1
-2697514,1
-2565928,1
-16777216,1
-2894893,1
-2763307,1
-3092272,1
-3026479,1
-2894893,1
-2894893,1
-2894893,1
-2960686,1
-3026479,1
-3092272,1
-3158065,1
-3158065,1
-3092272,1
-2960686,1
-2960686,1
-2894893,1
-2829100,1
-2829100,1
-2829100,1
-2829100,1
-2631721,1
-2829100,1
-2960686,1
-2960686,1
-2894893,1
-2894893,1
-3092272,1
-3289651,1
-3223858,1
-2960686,1
-3552823,1
-4934476,1
-4671304,1
-3355444,1
-3092272,1
-3092272,1
-3158065,1
-3158065,1
-3158065,1
-3158065,1
-3158065,1
-3158065,1
-3158065,1
-3092272,1
-3092272,1
-2960686,1
-3026479,1
-3289651,1
-3487030,1
-3421237,1
-3026479,1
-2697514,1
-2500135,1
-2631721,1
-2829100,1
-3026479,1
-3158065,1
-3026479,1
-2763307,1
-2500135,1
-2631721,1
-2697514,1
-2763307,1
-2697514,1
-2697514,1
-2763307,1
-2894893,1
-2763307,1
-2500135,1
-6908266,1
-9671572,1
-7829368,1
-4408132,1
-3026479,1
-3026479,1
-3289651,1
-3092272,1
-3421237,1
-5723992,1
-5855578,1
-4737097,1
-3815995,1
-7368817,1
-8816263,1
-8750470,1
-8553091,1
-8947849,1
-5197648,1
-2894893,1
-4210753,1
-4276546,1
-3552823,1
-6842473,1
-6052957,1
-3355444,1
-3421237,1
-3158065,1
-3092272,1
-3289651,1
-3158065,1
-3158065,1
-16777216,1
-2829100,1
-2763307,1
-3223858,1
-3289651,1
-2697514,1
-3552823,1
-3487030,1
-3092272,1
-3552823,1
-3289651,1
-4671304,1
-15921907,1
-2434342,1
-16777216,1
-2302756,1
-2368549,1
-2368549,1
-3223858,1
-3158065,1
-3026479,1
-2631721,1
-3223858,1
-3355444,1
-3355444,1
-3289651,1
-3552823,1
-3355444,1
-3487030,1
-3223858,1
-3158065,1
-3355444,1
-3289651,1
-3487030,1
-3552823,1
-3421237,1
-3289651,1
-3289651,1
-3223858,1
-3223858,1
-3158065,1
-3355444,1
-3355444,1
-3355444,1
-3355444,1
-3355444,1
-3487030,1
-3552823,1
-3552823,1
-3684409,1
-3684409,1
-3552823,1
-3355444,1
-3158065,1
-3158065,1
-3289651,1
-3421237,1
-3618616,1
-3684409,1
-3552823,1
-3355444,1
-3289651,1
-3487030,1
-3618616,1
-3289651,1
-3289651,1
-3289651,1
-3355444,1
-3487030,1
-3552823,1
-3618616,1
-3684409,1
-3684409,1
-3552823,1
-3487030,1
-3552823,1
-3618616,1
-3684409,1
-3618616,1
-3487030,1
-3618616,1
-3289651,1
-3487030,1
-3618616,1
-3618616,1
-3618616,1
-3618616,1
-3487030,1
-5066062,1
-5658199,1
-6118750,1
-6579301,1
-2500135,1
-1973791,1
-1907998,1
-8618884,1
-5987164,1
-2500135,1
-2500135,1
-2236963,1
